id,name,region,stemmedName,extractedName,latitude,longitude
5121,Matinkylä,other,matinkyl,Matinkylä,60.15885,24.74241
5939,Matkalampi,other,matkal,Matkalampi,,
7473,Matkaniva,other,matkaniv,Matkaniva,64.24057,25.01248
8101,Matkantaka,other,matkantak,Matkantaka,,
10333,Matkaselässä,,matkasel,Matkaselässä,,
1896,Matkaselkä,karelia,matkaselk,Matkaselkä,61.97196,30.54319
3556,Matkaselkä,other,matkaselk,Matkaselkä,,
10557,Matkaselkä-,karelia,matkaselkä-,Matkaselkä-,,
10211,Matkaselkäas,karelia,matkaselkäas,Matkaselkäas,,
46,Matku,other,matku,Matku,60.96162,23.50738
1947,Matkuas,other,matkuas,Matkuas,,
4910,Matkusjoki,other,matkusjok,Matkusjoki,61.03901,22.64271
11745,Matosaari,other,matosaar,Matosaari,,
11431,Matri,karelia,matr,Matri,,
7861,Matsinsaari,karelia,matsinsaar,Matsinsaari,,
4635,Mattila,other,mattil,Mattila,67.35,26.86667
7921,Mattilanalue,other,mattilanalue,Mattilanalue,,
7411,Mattilankartano,other,mattilankartano,Mattilankartano,,
7712,Mattilantila,other,mattilantil,Mattilantila,,
6326,Mattisenlahti,other,mattisenlaht,Mattisenlahti,62.59126,29.57601
8181,Matvo,other,matvo,Matvo,,
11084,Maula,other,maula,Maula,66.86667,24.66667
12248,Mauno,other,mauno,Mauno,61.00058,27.07862
4480,Maunula,other,maunul,Maunula,62.98647,21.9873
7693,Mauri,other,mauri,Mauri,,
3096,Mausjärvi,,mausjärv,Mausjärvi,,
1180,Maxmä,other,maxm,Maxmä,,
4858,Maxmo,,maxmo,Maxmo,,
8552,Mct,,mct,Mct,,
9763,Me,,me,Me,,
9519,Meflilä,other,meflil,Meflilä,,
12430,MeHilä,other,mehil,MeHilä,,
8558,Mehiläismäki,other,mehiläismäk,Mehiläismäki,,
8541,Mehiläsmäki,other,mehiläsmäk,Mehiläsmäki,,
7014,Meihikkälä,other,meihikkäl,Meihikkälä,,
4847,Meijerhovi,other,meijerhov,Meijerhovi,,
1689,Meililä,other,meilil,Meililä,,
4471,Meisämaalla,,meisäm,Meisämaalla,,
1864,Meisäpinti,,meisäpint,Meisäpinti,,
5246,Meksikko,other,meksiko,Meksikko,,
2822,Mellllä,other,mel,Melli,,
1894,Mel-Iilä,other,mel-iil,Mel-Iilä,,
10019,Melalahti,other,melalaht,Melalahti,64.4056,27.66764
9584,Melliiä,other,meliiä,Melliiä,,
2159,Meliilä,other,meliil,Meliilä,,
2827,Melilä,other,melil,Melilä,,
8819,Melkala,other,melkal,Melkala,,
3727,Melkilä,other,melkil,Melkilä,,
8447,Melkkala,other,melkkal,Melkkala,,
7806,Melkkilä,other,melkkil,Melkkilä,,
7506,Melkkola,other,melkkol,Melkkola,60.93474,28.12274
848,Mellilä,other,mellil,Mellilä,60.76667,22.95
4209,Mellilaas,other,mellilaas,Mellilaas,,
2816,Melliläas,other,melliläas,Melliläas,,
2697,Melliläkk,other,melliläk,Melliläkk,,
7998,Mellilänas,other,mellilänas,Mellilänas,,
6762,Mellinkainen,other,mellinkain,Mellinkainen,,
8484,Mellonkylä,other,mellonkyl,Mellonkylä,,
8575,Mello,other,melo,Mello,61.14539,23.55022
7742,Meltola,other,meltol,Meltola,60.12649,23.75856
9985,Menkala,other,menkal,Menkala,,
9994,Menonen,other,menon,Menonen,61.0198,23.48645
2070,Mensovaara,karelia,mensovaar,Mensovaara,,
7202,Mensunvaara,karelia,mensunvaar,Mensunvaara,61.67098,30.21996
2467,Mensuvaara,karelia,mensuvaar,Mensuvaara,,
5993,Menton,other,mento,Menton,,
6333,merillä,karelia,mer,merillä,,
386,Merillä,other,mer,Merillä,,
3151,merellä,other,mere,merellä,,
12304,Merijarvellä,,merijarv,Merijarvellä,,
8226,Merijärvi,other,merijärv,Merijärvi,64.3,24.45
5893,Merijärvikk,other,merijärvik,Merijärvikk,,
4599,Merijoki,karelia,merijok,Merijoki,,
9277,Merijoki,other,merijok,Merijoki,,
6187,Merijoki,,merijok,Merijoki,,
4863,Merikaarot,other,merikaaro,Merikaarot,,
4962,Merikaarto,other,merikaarto,Merikaarto,63.06495,21.95914
3926,Merikapteeni,other,merikapt,Merikapteeni,,
620,Merikarvia,other,merikarv,Merikarvia,61.85839,21.50035
4034,Merikarviakk,other,merikarviak,Merikarviakk,,
2902,Merikarvio,other,merikarvio,Merikarvio,,
7102,Merikatvia,other,merikatv,Merikatvia,,
8191,Merikoski,other,merikosk,Merikoski,,
7071,Merilä,other,meril,Merilä,63.73333,28.98333
617,Merimasku,other,merimasku,Merimasku,60.48333,21.86667
2408,Merimaskukk,other,merimaskuk,Merimaskukk,,
6831,Merinkylä,other,merinkyl,Merinkylä,,
1795,merivartio,other,merivartio,merivartio,,
5805,Merivartiosto,other,merivartiosto,Merivartiosto,,
10431,Merjankylä,karelia,merjankyl,Merjankylä,,
9144,Merjenkylä,karelia,merjenkyl,Merjenkylä,,
6984,Meromäki,karelia,meromäk,Meromäki,,
9008,Merrasjärvi,other,merrasjärv,Merrasjärvi,61.03333,25.66667
4761,Mertjärvi,karelia,mertjärv,Mertjärvi,61.06667,29.13333
4692,Merttelä,other,merttel,Merttelä,60.55853,22.22919
705,Messukylä,other,messukyl,Messukylä,61.48547,23.84222
9817,Messukyläkk,other,messukyläk,Messukyläkk,,
9236,mestari,other,mestar,mestari,,
7466,Mesterjärvi,karelia,mesterjärv,Mesterjärvi,60.18481,29.27324
4088,Mesterjärvi,other,mesterjärv,Mesterjärvi,,
1623,Mestilä,other,mestil,Mestilä,61.05049,22.12596
2498,Met,,met,Met,,
2569,Metsä,,mets,Metsä,,
6589,Metsä-Kiikkilä,other,metsä-kiikkil,Metsä-Kiikkilä,,
5087,Metsä-Koti,other,metsä-kot,Metsä-Koti,,
11521,Metsä-kylä,,metsä-kyl,Metsä-kylä,,
4586,Metsäaro,other,metsäaro,Metsäaro,60.46455,22.16604
5292,Metsähansa,other,metsäh,Metsähansa,,
9991,Metsäjiirtti,karelia,metsäjiirt,Metsäjiirtti,,
1952,Metsäkansa,other,metsäk,Metsäkansa,61.23552,23.87612
9611,Metsäkangas,other,metsäkangas,Metsäkangas,,
4678,Metsäkolila,karelia,metsäkolil,Metsäkolila,,
6836,Metsäkulma,other,metsäkulm,Metsäkulma,61.45231,21.68153
1748,Metsäkylä,karelia,metsäkyl,Metsäkylä,61.6832,31.15551
3933,Metsäkylä,other,metsäkyl,Metsäkylä,62.73015,21.85298
5632,Metsäkylä,,metsäkyl,Metsäkylä,,
1569,Metsälä,other,metsäl,Metsälä,61,21.3
322,Metsämaa,other,metsäm,Metsämaa,61.55819,21.62675
8593,Metsämaakk,other,metsämaak,Metsämaakk,,
2631,Metsämäki,other,metsämäk,Metsämäki,60.49544,22.34575
5619,Metsämikli,karelia,metsämikl,Metsämikli,61.59284,30.31986
2882,metsänhoitoa,karelia,metsänhoito,metsänhoitoa,,
8882,Metsänkylä,other,metsänkyl,Metsänkylä,,
9244,Metsäpelto,other,metsäpelto,Metsäpelto,63.06667,24.56667
3132,Metsäpinti,karelia,metsäpint,Metsäpinti,,
45,Metsäpirtti,karelia,metsäpirt,Metsäpirtti,,
3106,Metsäpirtinkk,karelia,metsäpirtink,Metsäpirtinkk,,
11984,Metsäpirtti Rouvan ensimmäisestä avioliitosta,,metsäpirtti rouvan ensimmäisestä avioliito,Metsäpirtti Rouvan ensimmäisestä avioliitosta,,
2663,Metsäpirtti-,karelia,metsäpirtti-,Metsäpirtti-,,
1846,Metsäpirttikk,karelia,metsäpirttik,Metsäpirttikk,,
11122,Metsäselkä,karelia,metsäselk,Metsäselkä,,
5803,Metsikkä,karelia,metsik,Metsikkä,,
4918,Metsikkö,karelia,metsikö,Metsikkö,,
9887,Metsola,karelia,metsol,Metsola,,
4226,Metsola,other,metsol,Metsola,60.48333,26.9
10772,Metsolahti,other,metsolaht,Metsolahti,62.24134,26.09675
6729,Metsolatasuvat,other,metsolatasuv,Metsolatasuvat,,
5048,Mettälä,other,mettäl,Mettälä,63.03333,22.71667
4790,Michelspiltom,other,michelspiltom,Michelspiltom,60.61613,26.01695
4990,Michigan,,michig,Michigan,,
3797,mie,,mie,mie,,
12428,Mie-hikkäiä,,mie-hikäiä,Mie-hikkäiä,,
8778,miehen,,miehe,miehen,,
12257,Miehen aiemmasta avioliitosta,,miehen aiemmasta avioliito,Miehen aiemmasta avioliitosta,,
7586,Miehen aikaisemmasta avioliitosta,,miehen aikaisemmasta avioliito,Miehen aikaisemmasta avioliitosta,,
10388,Miehen ensimmäisestä avioliitosta,,miehen ensimmäisestä avioliito,Miehen ensimmäisestä avioliitosta,,
3166,Miehikkälä,karelia,miehikkäl,Miehikkälä,,
697,Miehikkälä,other,miehikkäl,Miehikkälä,,
7191,Miehikkäläkk,other,miehikkäläk,Miehikkäläkk,,
8865,Mieho,other,mieho,Mieho,60.90935,26.69194
7101,Miehola,other,miehol,Miehola,60.93825,25.14453
9968,Miekalla,other,mieka,Miekalla,,
8205,Miekkiö,other,miekiö,Miekkiö,60.89522,25.60673
6685,Miekkala,other,miekkal,Miekkala,,
6482,Miekkoja,other,mieko,Miekkoja,63.86271,23.50651
6118,Mieloinen,other,mieloin,Mieloinen,,
3613,Mieluskoski,other,mieluskosk,Mieluskoski,64.17144,25.17342
5472,Miemala,other,miemal,Miemala,60.95696,24.50075
9605,Miemola,other,miemol,Miemola,,
8621,Mierola,other,mierol,Mierola,61.06065,24.38493
10770,Mieslahti,other,mieslaht,Mieslahti,64.39245,27.99481
5694,Miessaari,other,miessaar,Miessaari,,
10521,Mieto,other,mieto,Mieto,,
597,Mietoinen,other,mietoin,Mietoinen,60.63333,21.93333
2853,Mietoinenkk,other,mietoinenk,Mietoinenkk,,
3150,Mietoinon,other,mietoino,Mietoinon,,
9940,Mietola,,mietol,Mietola,,
6695,Miettilä,other,miettil,Miettilä,61.29795,29.21634
10062,Miettilänkylä,karelia,miettilänkyl,Miettilänkylä,,
7479,Miettula,other,miettul,Miettula,65.5771,25.16592
4835,Miikkula,karelia,miikkul,Miikkula,,
4117,Miikkulainen,karelia,miikkulain,Miikkulainen,,
11202,Miinala,karelia,miinal,Miinala,61.34943,31.87529
12403,Miiolaassa,,miiola,Miiolaassa,,
1228,Miitolassa,,miitol,Miitolassa,,
12163,Mikke,other,mik,Mikke,61.64117,27.33025
11621,Mik keli,,mik kel,Mik keli,,
3331,Mikkeii,other,mikei,Mikkeii,,
11627,Mikkali,,mikkal,Mikkali,,
11632,Mikkalinmlk,other,mikkalinmlk,Mikkalinmlk,,
11631,Mikkatin mlk,,mikkatin mlk,Mikkatin mlk,,
12331,Mikke-li,,mikke-l,Mikke-li,,
10114,Mikkefr,other,mikkefr,Mikkefr,,
92,Mikkeli,other,mikkel,Mikkeli,,
12211,Mikkeli mlk,,mikkeli mlk,Mikkeli mlk,,
10479,Mikkeli Rouvan ensimmäisestä avioliitosta,,mikkeli rouvan ensimmäisestä avioliito,Mikkeli Rouvan ensimmäisestä avioliitosta,,
621,Mikkelias,other,mikkelias,Mikkelias,,
1514,Mikkelimlk,other,mikkelimlk,Mikkelimlk,,
11656,Mikkelin mik,,mikkelin mik,Mikkelin mik,,
1975,Mikkelin mlk,,mikkelin mlk,Mikkelin mlk,,
6976,Mikkelinlääni,other,mikkelinl,Mikkelinlääni,,
11650,Mikkelinmlk,karelia,mikkelinmlk,Mikkelinmlk,,
490,Mikkelinmlk,other,mikkelinmlk,Mikkelinmlk,,
5647,Mikkelinmlk,,mikkelinmlk,Mikkelinmlk,,
7358,Mikkilä,karelia,mikkil,Mikkilä,61.71659,33.0434
3236,Mikkoli,other,mikkol,Mikkoli,,
4922,Mikkolanniemi,other,mikkolanniem,Mikkolanniemi,61.68496,29.79121
2411,Mikli,karelia,mikl,Mikli,61.51667,30.36667
10796,Miklinkyjä,karelia,miklinkyj,Miklinkyjä,,
11328,Mikko,other,miko,Mikko,,
7090,Mikola,,mikol,Mikola,,
6555,Mikonmäki,other,mikonmäk,Mikonmäki,,
8533,Mikrilä,karelia,mikril,Mikrilä,61.43351,29.8217
11875,Mineraali,other,mineraal,Mineraali,,
3647,Minkiö,other,minkiö,Minkiö,60.82598,23.47721
6985,Minnesota,other,minneso,Minnesota,,
7475,Mirjam,karelia,mirjam,Mirjam,,
5029,Mirjam,other,mirjam,Mirjam,,
12109,Misola,other,misol,Misola,,
10053,Mitikka,karelia,mitik,Mitikka,,
2860,Mlatoinen,other,mlatoin,Mlatoinen,,
3141,Mlinchen,other,mlinchen,Mlinchen,,
11564,Moaninka,other,moanink,Moaninka,,
10118,Moinen,other,moine,Moinen,,
8253,Moiniemi,karelia,moiniem,Moiniemi,,
9430,Moinniemi,other,moinniem,Moinniemi,61.77414,29.16427
12339,Moinsalmi,other,moinsalm,Moinsalmi,61.73659,29.2057
10310,Moiseenvaara,karelia,moiseenvaar,Moiseenvaara,,
5089,Moisio,other,moisio,Moisio,61.35046,23.76583
11995,Mokinmäki,karelia,mokinmäk,Mokinmäki,,
2702,Mökköinen,other,mökköin,Mökköinen,60.8978,22.86534
5854,Möklahti,karelia,möklaht,Möklahti,61.55673,30.49496
10369,Mökkö,other,mökö,Mökkö,,
2294,mol k,,mol k,mol k,,
7662,Molax,,molax,Molax,,
8535,Molensk,other,molensk,Molensk,,
2990,Mollilä,other,mollil,Mollilä,,
2918,Molsipirtti,karelia,molsipirt,Molsipirtti,,
4675,Mommila,other,mommil,Mommila,60.8212,25.06536
683,Monni,other,mon,Monni,60.67839,24.85485
6957,Monala,other,monal,Monala,,
6458,Monnias,other,monnias,Monnias,,
5597,Monnila,other,monnil,Monnila,,
6447,Monnilaas,other,monnilaas,Monnilaas,,
5042,Monninkylä,other,monninkyl,Monninkylä,60.49533,25.53979
5540,Monola,karelia,monol,Monola,60.90396,28.1401
5539,Monolankylä,karelia,monolankyl,Monolankylä,,
11889,Monolanmäki,other,monolanmäk,Monolanmäki,,
6546,Mönsälänkylä,,mönsälänkyl,Mönsälänkylä,,
9962,Montola,other,montol,Montola,62.16118,27.30318
11934,Montöla,other,montöl,Montöla,,
6072,Montreal,other,montreal,Montreal,,
2080,Montrua,karelia,montru,Montrua,60.80726,30.12623
10615,Möntsölä,karelia,möntsöl,Möntsölä,,
10004,Montuna,karelia,montu,Montuna,,
10056,Möntyharju,other,möntyharju,Möntyharju,,
3000,Morimaskusss,,morimaskuss,Morimaskusss,,
6819,Morttulanpitäjä,other,morttulanpitäj,Morttulanpitäjä,,
5924,Moskova,karelia,moskov,Moskova,55.31528,55.09306
3289,Moskova,other,moskov,Moskova,,
4592,Moskovassavv,other,moskovassav,Moskovassavv,,
3884,Mösönkansakoulu,other,mösönkansakoulu,Mösönkansakoulu,,
7518,Motsämikli,karelia,motsämikl,Motsämikli,,
3086,Motsäpirtinkk,karelia,motsäpirtink,Motsäpirtinkk,,
2499,Motsäpirtll,karelia,motsäpirtl,Motsäpirtll,,
9078,Mouhijäivi,other,mouhijäiv,Mouhijäivi,,
1265,Mouhijärvi,other,mouhijärv,Mouhijärvi,61.5,23.01667
680,Mouhijärvikk,other,mouhijärvik,Mouhijärvikk,,
5859,Mouhu,other,mouhu,Mouhu,61.28479,26.82603
9547,Mouhuas,other,mouhuas,Mouhuas,,
9002,Möysä,other,möysä,Möysä,,
5957,Mtiolaa,karelia,mtiola,Mtiolaa,,
5352,MTiolaa-,karelia,mtiolaa-,MTiolaa-,,
2431,Mu,,mu,Mu,,
3533,Mudnio,other,mudnio,Mudnio,,
9904,Muhia,other,muh,Muhia,,
728,Muhalahti,karelia,muhalaht,Muhalahti,,
5004,Muhniemi,other,muhniem,Muhniemi,60.68508,26.69934
8859,Muhntemi,other,muhntem,Muhntemi,,
12061,Muhola,other,muhol,Muhola,64.16667,28
523,Muhos,other,muhos,Muhos,64.75789,26.13344
4348,Muhoskk,other,muhosk,Muhoskk,,
9156,Muhulahti,karelia,muhulaht,Muhulahti,60.59797,28.25925
9289,Muiirikkala,other,muiirikkal,Muiirikkala,,
6654,Muijala,other,muijal,Muijala,60.28148,24.20113
11709,Mukkalatasuvat,other,mukkalatasuv,Mukkalatasuvat,,
6594,Muliniemi,other,muliniem,Muliniemi,,
11169,Muljula,other,muljul,Muljula,62.16907,29.98895
9023,Mullo,other,mulo,Mullo,63.13333,22.03333
1545,Multia,other,mult,Multia,62.41667,24.78333
6818,Multala,karelia,multal,Multala,,
11945,Multiaila,,multiail,Multiaila,,
1833,Multiakk,other,multiak,Multiakk,,
2077,Multiala,other,multial,Multiala,,
11517,Multio,other,multio,Multio,,
11126,MultraHa,,multrah,MultraHa,,
836,Munakka,other,munak,Munakka,,
2240,Munakanpysäkki,other,munakanpysäk,Munakanpysäkki,,
1262,Munakas,other,munakas,Munakas,,
10014,Munasuo,karelia,munasuo,Munasuo,,
4466,Munjärvi,karelia,munjärv,Munjärvellä,,
5157,Munkkiniemi,other,munkkiniem,Munkkiniemi,60.19861,24.87772
4,Munsala,other,munsal,Munsala,63.44991,22.45042
9171,Munukkala,karelia,munukkal,Munukkala,,
7875,MuO,,muo,MuO,,
3543,Muoflaa,karelia,muofl,Muoflaa,,
9708,Muohijärvi,other,muohijärv,Muohijärvi,,
11834,Muohoskk,other,muohosk,Muohoskk,,
2396,Muoiaa,karelia,muoiaa,Muoiaa,,
9977,MuoInassa,,muoina,MuoInassa,,
6674,MuoIqgssa,,muoiqg,MuoIqgssa,,
6254,Muojaa,karelia,muoja,Muojaa,,
6498,Muolna,karelia,muol,Muol,,
296,Muolaa,karelia,muola,Muolaa,,
3804,Muolaa,other,muola,Muolaa,,
7841,Muoläa,karelia,muolä,Muoläa,,
11688,Muölaa,karelia,muöla,Muölaa,,
7667,Muolaa-,karelia,muolaa-,Muolaa-,,
4033,Muolaakk,karelia,muolaak,Muolaakk,,
8914,Muolao,karelia,muolao,Muolaossa,,
9088,Muoloa,karelia,muolo,Muoloa,,
3200,Muolos,karelia,muolos,Muolos,,
2873,muonavarikolla,other,muonavariko,muonavarikolla,,
4102,Muonio,other,muonio,Muoniossa,,
9049,Muoniokk,other,muoniok,Muoniokk,,
8352,Muonituslottana,other,muonituslot,Muonituslottana,,
11358,Muonitustöissä,other,muonitustö,Muonitustöissä,,
3253,Muotoa,karelia,muoto,Muotoa,,
8123,Murmo,other,murmo,Murmo,,
3350,Murole,other,murol,Murole,61.82409,23.94514
10051,Mursula,karelia,mursul,Mursula,61.62304,31.31859
2445,Murtamo,other,murtamo,Murtamo,61.1347,21.70035
12204,Murtojärvi,karelia,murtojärv,Murtojärvi,61.4,32.16667
5156,Murtolahti,other,murtolaht,Murtolahti,63.07233,27.91539
12391,Murtolatasuvat,other,murtolatasuv,Murtolatasuvat,,
6185,Murtomäki,other,murtomäk,Murtomäki,64.06961,27.57098
10675,Murula,other,murul,Murula,,
2894,Musta,,mus,Musta,,
1400,Musakanlahti,karelia,musakanlaht,Musakanlahti,60.7947,30.00883
4222,Musko,other,musko,Musko,62.24296,30.24505
6737,Musokanlahti,karelia,musokanlaht,Musokanlahti,,
7029,Mussa-,other,mussa-,Mussa-,,
9057,Mussaari,other,mussaar,Mussaari,60.21667,23.28333
3922,Mussalo,other,mussalo,Mussalo,60.53617,21.55142
3893,Mustia,other,must,Mustia,,
9437,Mustajärvi,other,mustajärv,Mustajärvi,62.03197,24.0179
11856,Mustajoki,other,mustajok,Mustajoki,61.56667,22.46667
11880,Mustakangas,other,mustakangas,Mustakangas,,
4138,Mustalampi,karelia,mustal,Mustalampi,,
6450,Mustala,other,mustal,Mustala,,
3737,Mustalahti,karelia,mustalaht,Mustalahti,,
2913,Mustamaa,other,mustam,Mustamaa,64.35995,26.51677
5575,Mustamäki,karelia,mustamäk,Mustamäki,61.81667,30.91667
6021,Mustamäkias,karelia,mustamäkias,Mustamäkias,,
2640,Mustameri,other,mustamer,Mustameri,,
7334,Mustapohja,karelia,mustapohj,Mustapohja,,
2344,Mustaruukki,karelia,mustaruuk,Mustaruukki,,
49,Mustasaari,other,mustasaar,Mustasaari,63.11418,21.68216
10160,Mustasuo,karelia,mustasuo,Mustasuo,,
653,Mustiala,other,mustial,Mustiala,60.8204,23.76841
5633,Mustianoja,other,mustiano,Mustianoja,,
7500,Mustijärvi,other,mustijärv,Mustijärvi,,
2895,Mustilahti,other,mustilaht,Mustilahti,,
10774,Mustinlahti,other,mustinlaht,Mustinlahti,62.69639,28.28581
1338,Mustio,other,mustio,Mustio,60.14486,23.8616
2328,Mustlahti,other,mustlaht,Mustlahti,60.30521,23.74877
6044,Mustniemi,karelia,mustniem,Mustniemi,,
2258,Musto,karelia,musto,Musto,,
3035,Mustola,karelia,mustol,Mustola,59.8,30.96667
7753,Mustola,other,mustol,Mustola,68.8,28.1
1432,Mutala,other,mutal,Mutala,62.61667,29.85
10820,Mutalankylä,other,mutalankyl,Mutalankylä,,
4487,Mutaranta,karelia,mutaran,Mutaranta,,
11447,Muu-ruvesi,,muu-ruv,Muu-ruvesi,,
8872,Muukko,other,muuko,Muukko,61.09199,28.35752
9232,Muukonniemi,karelia,muukonniem,Muukonniemi,,
9512,Muukonniemi,other,muukonniem,Muukonniemi,,
1687,Muuria,other,muur,Muuria,,
6235,Muurainen,other,muurain,Muurainen,,
4997,Muurala,other,muural,Muurala,60.2127,24.64251
10964,Muuralakk,other,muuralak,Muuralakk,,
1018,Muurame,other,muuram,Muurame,62.13333,25.66667
4724,Muuräme,other,muuräm,Muuräme,,
1412,Muuramekk,other,muuramek,Muuramekk,,
7494,Muurarm,other,muurarm,Muurarm,,
7203,Muurasjärvi,other,muurasjärv,Muurasjärvi,63.54133,25.24264
7132,Muuratsalo,other,muuratsalo,Muuratsalo,,
10445,Muureme,other,muurem,Muureme,,
7198,Muurikkala,other,muurikkal,Muurikkalassa,,
4631,Muurila,karelia,muuril,Muurila,60.30468,28.8604
8316,Muurila,other,muuril,Muurila,60.89091,24.28351
2903,Muurla,other,muurl,Muurlassa,,
4706,Muurlaas,other,muurlaas,Muurlaas,,
1731,Muurlakk,other,muurlak,Muurlakk,,
8284,Muurola,other,muurol,Muurola,60.77443,27.62956
3844,Muurolaas,other,muurolaas,Muurolaas,,
11773,Muurujärvi,other,muurujärv,Muurujärvi,,
4271,Muurula,other,muurul,Muurula,,
279,Muuruvesi,other,muuruv,Muuruvesi,63.0147,28.20216
11278,Muuruve-si,,muuruve-,Muuruve-si,,
3850,Muuruvesikk,other,muuruvesik,Muuruvesikk,,
11462,Muuruvesikk-,other,muuruvesikk-,Muuruvesikk-,,
3217,Muuruvosi,other,muuruvo,Muuruvosi,,
11455,Muurvesi,other,muurv,Muurvesi,,
6597,Muusola,other,muusol,Muusola,,
3069,Muut,,muut,Muut,,
1507,Muutame,other,muutam,Muutame,,
932,Muutasuinp,karelia,muutasuinp,Muutasuinp,,
4218,Mvnämäki,other,mvnämäk,Mvnämäki,,
9173,My,,my,My,,
8952,Myhkylä,other,myhkyl,Myhkylä,62.67641,28.93203
1739,Myllykoski,karelia,myllykosk,Myllykoski,,
522,Myllykoski,other,myllykosk,Myllykoski,64.33333,26.2
8196,Myllykoski,,myllykosk,Myllykoski,,
1990,Myllykoskias,other,myllykoskias,Myllykoskias,,
2610,Myllykylä,karelia,myllykyl,Myllykylä,61.73982,30.65512
2320,Myllykylä,other,myllykyl,Myllykylä,60.60666,25.02489
9424,Myllylä,other,myllyl,Myllylä,64.88333,27.56667
1983,Myllymaa,other,myllym,Myllymaa,61.67114,24.0592
1877,Myllymäki,other,myllymäk,Myllymäki,63.30995,22.83611
10024,Myllymäki-,other,myllymäki-,Myllymäki-,,
8198,Myllymäkias,other,myllymäkias,Myllymäkias,,
8242,Myllynkulma,other,myllynkulm,Myllynkulma,60.79982,26.09602
3954,Myllypelto,karelia,myllypelto,Myllypelto,60.90638,30.07251
3656,Myllypelto,other,myllypelto,Myllypelto,64.36667,26.31667
5499,Myllypohja,other,myllypohj,Myllypohja,60.99705,25.75244
10129,Myllyvainio,other,myllyvainio,Myllyvainio,61.29667,23.73768
4658,Mylly,karelia,myly,Mylly,61.56667,32.85
11279,Mylly,other,myly,Mylly,60.5639,24.20003
8175,Myllyoja,other,mylyo,Myllyoja,61.16245,25.98284
127,Mynämäki,other,mynämäk,Mynämäki,60.67915,21.99274
2874,Mynämäkias,other,mynämäkias,Mynämäkias,,
4528,Mynämäkikk,other,mynämäkik,Mynämäkikk,,
3237,Mynttilä,other,mynttil,Mynttilä,60.20473,24.59401
1926,Myrkky,other,myrky,Myrkky,62.37717,21.55449
9500,Myrkynkylä,other,myrkynkyl,Myrkynkylä,,
6068,Myrskyissä,,myrsky,Myrskyissä,,
998,Myrskylä,other,myrskyl,Myrskylä,60.66965,25.8475
707,Myrskyläas,other,myrskyläas,Myrskyläas,,
2094,Myrskyläkk,other,myrskyläk,Myrskyläkk,,
6961,Myrskylänkk,other,myrskylänk,Myrskylänkk,,
6350,Myrsylä,other,myrsyl,Myrsylä,,
7620,Myskylä,other,myskyl,Myskylä,,
8836,Myslowitz,other,myslowitz,Myslowitz,,
11915,Myymälänhoitaja,other,myymälänhoitaj,Myymälänhoitaja,,
4610,Näädänmaa,other,näädänm,Näädänmaa,,
7364,Naaila,other,naaila,Naaila,,
336,Naantali,other,naantal,Naantali,60.45,22.03333
3782,Naantalimlk,other,naantalimlk,Naantalimlk,,
3002,Naantalin mlk,other,naantalin mlk,Naantalin mlk,,
1675,Naantalinmlk,other,naantalinmlk,Naantalinmlk,,
11605,Naarajärvi,other,naarajärv,Naarajärvi,,
6472,Nääräkoski,karelia,nääräkosk,Nääräkoski,,
7641,Naarkoski,other,naarkosk,Naarkoski,60.64132,25.59015
9047,Naarva,other,naarv,Naarva,63.03382,31.07864
7640,Naaskoski,other,naaskosk,Naaskoski,,
4667,Näätälä,karelia,näätäl,Näätälä,60.80483,28.98863
9076,Näätälänkylä,karelia,näätälänkyl,Näätälänkylä,,
11738,Näätäoja,karelia,näätäo,Näätäoja,,
6242,Naatselkä,karelia,naatselk,Naatselkä,62.05445,30.84944
7377,Naattila,karelia,naattil,Naattila,,
6073,Nahkela,other,nahkel,Nahkela,60.39831,24.92592
6603,Nahkurila,karelia,nahkuril,Nahkurila,61.0822,29.42001
853,Nahkurilankylä,karelia,nahkurilankyl,Nahkurilankylä,,
1551,Näipiö,other,näipiö,Näipiö,,
2044,Naistenjärvi,karelia,naistenjärv,Naistenjärvi,62.27735,32.67506
28,Nakkila,other,nakkil,Nakkila,,
5742,Nakkilaas,other,nakkilaas,Nakkilaas,,
1602,Nakkilakk,other,nakkilak,Nakkilakk,,
4866,Nälkäaho,karelia,nälkäaho,Nälkäaho,,
2327,Nalkkila,other,nalkkil,Nalkkila,60.54256,25.58092
3127,Nämä,,nämä,Nämä,,
1645,Näpinlahti,karelia,näpinlaht,Näpinlahti,60.95078,30.09773
9917,Näriö,other,näriö,Näriö,,
6442,Närkki,other,närk,Närkki,66.37626,23.70043
3921,Narmalatasuvatv,other,narmalatasuvatv,Narmalatasuvatv,,
8237,Närpiä,other,närp,Närpiä,,
10048,Närpes,other,närpes,Närpes,62.47262,21.33622
2357,Närpiö,other,närpiö,Närpiössä,,
4869,Närpiö-,other,närpiö-,Närpiö-,,
2009,Närpiökk,other,närpiök,Närpiökk,,
3902,Narttu,,nartu,Narttu,,
8591,Narva,karelia,narv,Narva,55.4011,93.6481
1435,Narva,other,narv,Narva,61.29657,23.50393
6231,Närväjoki,,närväjok,Närväjoki,,
11895,Närvijärvi,other,närvijärv,Närvijärvi,,
2890,Närvijoki,other,närvijok,Närvijoki,62.66211,21.74125
1920,Närvijokl,other,närvijokl,Närvijokl,,
1249,Nasarlahti,karelia,nasarlaht,Nasarlahti,,
